CCH_Pounder;Joel_David_Moore;Wes_Studi;760505847.0
Leonardo_DiCaprio;Kate_Winslet;Gloria_Stuart;658672302.0
Bryce_Dallas_Howard;Judy_Greer;Omar_Sy;652177271.0
Chris_Hemsworth;Robert_Downey_Jr.;Scarlett_Johansson;623279547.0
Christian_Bale;Heath_Ledger;Morgan_Freeman;533316061.0
Natalie_Portman;Liam_Neeson;Ian_McDiarmid;474544677.0
Harrison_Ford;Peter_Cushing;Kenny_Baker;460935665.0
Chris_Hemsworth;Robert_Downey_Jr.;Scarlett_Johansson;458991599.0
Tom_Hardy;Christian_Bale;Joseph_Gordon-Levitt;448130642.0
Rupert_Everett;Jennifer_Saunders;Conrad_Vernon;436471036.0
Henry_Thomas;Dee_Wallace;Peter_Coyote;434949459.0
Jennifer_Lawrence;Josh_Hutcherson;Sandra_Ellis_Lafferty;424645577.0
Johnny_Depp;Orlando_Bloom;Jack_Davenport;423032628.0
Matthew_Broderick;Nathan_Lane;Niketa_Calame;422783777.0
Tom_Hanks;John_Ratzenberger;Don_Rickles;414984497.0
Robert_Downey_Jr.;Jon_Favreau;Don_Cheadle;408992272.0
Jennifer_Lawrence;Josh_Hutcherson;Anthony_Reynolds;407999255.0
Robert_Downey_Jr.;Scarlett_Johansson;Chris_Evans;407197282.0
J.K._Simmons;James_Franco;Kirsten_Dunst;403706375.0
Glenn_Morshower;Kevin_Dunn;Ramon_Rodriguez;402076689.0
Josh_Gad;Maurice_LaMarche;Livvy_Stubenrauch;400736600.0
Alexander_Gould;Stephen_Root;Brad_Garrett;380838870.0
Natalie_Portman;Christopher_Lee;Hayden_Christensen;380262555.0
Orlando_Bloom;Billy_Boyd;Bernard_Hill;377019252.0
J.K._Simmons;James_Franco;Kirsten_Dunst;373377893.0
Steve_Carell;Miranda_Cosgrove;Steve_Coogan;368049635.0
Ryan_Reynolds;Ed_Skrein;Stefan_Kapicic;363024263.0
Scarlett_Johansson;Bill_Murray;Garry_Shandling;362645141.0
Scarlett_Johansson;Bill_Murray;Garry_Shandling;362645141.0
Wayne_Knight;Ariana_Richards;Bob_Peck;356784000.0
Amy_Poehler;Mindy_Kaling;Phyllis_Smith;356454367.0
Glenn_Morshower;Lester_Speight;Kevin_Dunn;352358779.0
Bradley_Cooper;Leonard_Roberts;Keir_O'Donnell;350123553.0
Jason_Statham;Paul_Walker;Vin_Diesel;350034110.0
Christopher_Lee;Orlando_Bloom;Billy_Boyd;340478898.0
Jennifer_Lawrence;Philip_Seymour_Hoffman;Josh_Hutcherson;337103873.0
J.K._Simmons;James_Franco;Kirsten_Dunst;336530303.0
J.K._Simmons;James_Franco;Kirsten_Dunst;336530303.0
Steve_Carell;Jon_Hamm;Steve_Coogan;336029560.0
Johnny_Depp;Alan_Rickman;Anne_Hathaway;334185206.0
Johnny_Depp;Alan_Rickman;Anne_Hathaway;334185206.0
Bradley_Cooper;Vin_Diesel;Djimon_Hounsou;333130696.0
Henry_Cavill;Lauren_Cohan;Alan_D._Purwin;330249062.0
Tom_Hanks;Siobhan_Fallon_Hogan;Sam_Anderson;329691196.0
Steve_Coogan;Eric_Stonestreet;Albert_Brooks;323505540.0
Justin_Timberlake;Eric_Idle;Rupert_Everett;320706665.0
Zack_Ward;Michael_O'Neill;Kevin_Dunn;318759914.0
Robert_Downey_Jr.;Jeff_Bridges;Jon_Favreau;318298180.0
Daniel_Radcliffe;Fiona_Shaw;Verne_Troyer;317557891.0
Harrison_Ford;Ray_Winstone;Jim_Broadbent;317011114.0
Christopher_Lee;Orlando_Bloom;Billy_Boyd;313837577.0
Robert_Downey_Jr.;Scarlett_Johansson;Jon_Favreau;312057433.0
Natalie_Portman;Christopher_Lee;Hayden_Christensen;310675583.0
Johnny_Depp;Orlando_Bloom;Jack_Davenport;309404152.0
Harrison_Ford;Ian_McDiarmid;Kenny_Baker;309125409.0
Will_Smith;Adam_Baldwin;Mary_McDonnell;306124059.0
Johnny_Depp;Orlando_Bloom;Jack_Davenport;305388685.0
Albert_Finney;Helen_McCrory;Rory_Kinnear;304360277.0
Albert_Finney;Helen_McCrory;Rory_Kinnear;304360277.0
Aidan_Turner;Adam_Brown;James_Nesbitt;303001229.0
Alan_Rickman;Daniel_Radcliffe;Rupert_Grint;301956980.0
Robert_Pattinson;Kristen_Stewart;Anna_Kendrick;300523113.0
Robert_Pattinson;Kristen_Stewart;Taylor_Lautner;296623634.0
Bruce_Willis;Haley_Joel_Osment;Olivia_Williams;293501675.0
John_Ratzenberger;Delroy_Lindo;Jess_Harnell;292979556.0
Leonardo_DiCaprio;Tom_Hardy;Joseph_Gordon-Levitt;292568851.0
Robert_Pattinson;Kristen_Stewart;Taylor_Lautner;292298923.0
Robert_Pattinson;Daniel_Radcliffe;Fiona_Shaw;292000866.0
Jim_Broadbent;Kiran_Shah;Shane_Rangi;291709845.0
Henry_Cavill;Christopher_Meloni;Harry_Lennix;291021565.0
Harrison_Ford;Kenny_Baker;Anthony_Daniels;290158751.0
Robert_Pattinson;Daniel_Radcliffe;Rupert_Grint;289994397.0
Steve_Buscemi;John_Ratzenberger;James_Coburn;289907418.0
Macaulay_Culkin;Devin_Ratray;Catherine_O'Hara;285761243.0
Jennifer_Lawrence;Philip_Seymour_Hoffman;Josh_Hutcherson;281666058.0
Steve_Bastoni;Daniel_Bernhardt;Helmut_Bakaitis;281492479.0
Robert_De_Niro;Blythe_Danner;Teri_Polo;279167575.0
Bradley_Cooper;Rob_Riggle;Mike_Epps;277313371.0
Phaldut_Sharma;Basher_Savage;Amy_Warren;274084951.0
Steve_Buscemi;Tyler_Labine;Sean_Hayes;268488329.0
Kathleen_Freeman;Chris_Miller;Bobby_Block;267652016.0
Emma_Stone;Andrew_Garfield;Chris_Zylka;262030663.0
Daniel_Radcliffe;Rupert_Grint;Emma_Watson;261970615.0
Holly_Hunter;Craig_T._Nelson;Lou_Romano;261437578.0
Clint_Howard;T.J._Thyne;Molly_Shannon;260031035.0
Roy_Scheider;Robert_Shaw;Murray_Hamilton;260000000.0
Scarlett_Johansson;Chris_Evans;Hayley_Atwell;259746958.0
Aidan_Turner;Adam_Brown;James_Nesbitt;258355354.0
Morgan_Freeman;Will_Ferrell;Alison_Brie;257756197.0
Chris_Hemsworth;Leonard_Nimoy;Bruce_Greenwood;257704099.0
Will_Smith;Alice_Braga;Willow_Smith;256386216.0
Catherine_Dyer;Quinton_Aaron;Kim_Dickens;255950375.0
Aidan_Turner;Adam_Brown;James_Nesbitt;255108370.0
Bradley_Cooper;Mason_Lee;Mike_Tyson;254455986.0
Steve_Carell;Miranda_Cosgrove;Jack_McBrayer;251501645.0
Michael_Gough;Jack_Palance;William_Hootkins;251188924.0
Robin_Williams;Rami_Malek;Steve_Coogan;250863268.0
Will_Smith;Rip_Torn;Linda_Fiorentino;250147615.0
Daniel_Radcliffe;Gary_Oldman;Rupert_Grint;249358727.0
Tom_Hanks;John_Ratzenberger;Wayne_Knight;245823397.0
Bingbing_Li;Sophia_Myles;Kelsey_Grammer;245428137.0
John_Ratzenberger;Cheech_Marin;George_Carlin;244052771.0
Morgan_Freeman;Steve_Carell;Lisa_Ann_Walter;242589580.0
Harrison_Ford;Karen_Allen;William_Hootkins;242374454.0
Philip_Seymour_Hoffman;Alan_Ruck;Jami_Gertz;241688385.0
Nia_Vardalos;Louis_Mandylor;Lainie_Kazan;241437427.0
Angelina_Jolie_Pitt;Sharlto_Copley;Sam_Riley;241407328.0
